"","x"
"1",0.680850011437173
"2",0.673155776570578
"3",0.663956254951234
"4",0.656391391154524
"5",0.64922363844483
"6",0.658556404001388
"7",0.666276151520124
"8",0.65934510755393
"9",0.653302215604652
"10",0.655224324058926
"11",0.646929015207128
"12",0.640968832101522
"13",0.633848166809167
"14",0.626478069252794
"15",0.618140507598199
"16",0.699539349904584
"17",0.689787576319941
"18",0.680109562085905
"19",0.687275314079453
"20",0.67715438531175
"21",0.667179749095092
"22",0.660337265606664
"23",0.672731544229554
"24",0.664570400374547
"25",0.655922295172593
"26",0.656649707045266
"27",0.665537860046194
"28",0.65648702123226
"29",0.66160640748676
"30",0.653844812903688
"31",0.670174255292329
"32",0.712313109393654
"33",0.700921949866092
"34",0.718584152802877
"35",0.723517070310627
"36",0.713462419213636
"37",0.701957473864464
"38",0.696938006468129
"39",0.697891706141473
"40",0.700082900516361
"41",0.709456283708944
"42",0.739278689761439
"43",0.727828253777276
"44",0.738507712732307
"45",0.726989558735204
"46",0.728400002464097
"47",0.716488298150524
"48",0.705334750413965
"49",0.69668343569764
"50",0.685843079175635
"51",0.68022330311645
"52",0.685379212560075
"53",0.675901249281331
"54",0.665927198021299
"55",0.678179564962474
"56",0.68065246860876
"57",0.728510301826147
"58",0.722718146333643
"59",0.732317167061286
"60",0.735101849692176
"61",0.736378211906493
"62",0.724396645115315
"63",0.730053302598124
"64",0.720583631139212
"65",0.725988855918866
"66",0.716245706033249
"67",0.704826060373256
"68",0.702953872041751
"69",0.717751096926011
"70",0.722249495243475
"71",0.711307167630785
"72",0.705669340874917
"73",0.70416879804364
"74",0.709277798347883
"75",0.699216895156948
"76",0.71494797994716
"77",0.732557656409687
"78",0.723867407522038
"79",0.721710743051585
"80",0.709607285458717
"81",0.697877198864726
"82",0.700340842563738
"83",0.696435419757493
"84",0.686770785928783
"85",0.70013735824854
"86",0.695056080852247
"87",0.683612208053397
"88",0.67422224100508
"89",0.674736970807967
"90",0.669097214037573
"91",0.66494441126406
"92",0.658703654517338
"93",0.774342693547258
"94",0.762622534283954
"95",0.74952829138525
"96",0.736657810025874
"97",0.723788049133986
"98",0.715849489530899
"99",0.707077172149813
"100",0.745322482238003
"101",0.732479187835923
"102",0.732623983612222
"103",0.725176592063873
"104",0.717294415597792
"105",0.728048675152425
"106",0.715511598733906
"107",0.705721036311724
"108",0.707152374204098
"109",0.696909137613816
"110",0.68561389777971
"111",0.674794316229443
"112",0.664243707419785
"113",0.655029348683195
"114",0.654623661378952
"115",0.710670312785063
"116",0.701720937231922
"117",0.696145208357576
"118",0.685354973973651
"119",0.688518990102981
"120",0.679135229244544
"121",0.668348412672756
"122",0.673852700126509
"123",0.670418727728507
"124",0.662003428550653
"125",0.651596411099132
"126",0.642967288955828
"127",0.636741456390773
"128",0.63027827860399
"129",0.620387797731074
"130",0.622698365219818
"131",0.629805535078004
"132",0.621648892335093
"133",0.620093129399679
"134",0.615500171827503
"135",0.60596856578276
"136",0.616151411733957
"137",0.625546084115637
"138",0.629003823798851
"139",0.652475119714007
"140",0.645413803250602
"141",0.637868088953997
"142",0.630454391626701
"143",0.623010155996168
"144",0.618129270072698
"145",0.608153264835432
"146",0.600866772609399
"147",0.592680105206467
"148",0.587499280621161
"149",0.57851027364943
"150",0.583625597255492
"151",0.577207252560021
"152",0.570672206480258
"153",0.569406596195434
"154",0.561147241465758
"155",0.615462311316502
"156",0.609046173957687
"157",0.665200102781676
"158",0.654248457599953
"159",0.644650201763607
"160",0.643882312415869
"161",0.645368271744383
"162",0.644164952767577
"163",0.638678498170703
"164",0.636041532743715
"165",0.625066345416097
"166",0.673989205766646
"167",0.678981591731969
"168",0.679210675034554
"169",0.67399303111382
"170",0.698849622955508
"171",0.694638619429056
"172",0.700243443445896
"173",0.697156893993163
"174",0.685441536367395
"175",0.68464307479
"176",0.680981861128417
"177",0.721416565542408
"178",0.722589108898696
"179",0.707931169849482
"180",0.695327763550946
"181",0.684020387374038
"182",0.680173188928861
"183",0.692452726942098
"184",0.684029105030228
"185",0.671233125085904
"186",0.67496365598917
"187",0.684180098254097
