Date,Open,High,Low,Close,Adj Close,Volume
2011-12-30,1262.819946,1264.119995,1257.459961,1257.599976,1257.599976,2271850000
2012-01-03,1258.859985,1284.619995,1258.859985,1277.060059,1277.060059,3943710000
2012-01-04,1277.030029,1278.729980,1268.099976,1277.300049,1277.300049,3592580000
2012-01-05,1277.300049,1283.050049,1265.260010,1281.060059,1281.060059,4315950000
2012-01-06,1280.930054,1281.839966,1273.339966,1277.810059,1277.810059,3656830000
2012-01-09,1277.829956,1281.989990,1274.550049,1280.699951,1280.699951,3371600000
2012-01-10,1280.770020,1296.459961,1280.770020,1292.079956,1292.079956,4221960000
2012-01-11,1292.020020,1293.800049,1285.410034,1292.479980,1292.479980,3968120000
2012-01-12,1292.479980,1296.819946,1285.770020,1295.500000,1295.500000,4019890000
2012-01-13,1294.819946,1294.819946,1277.579956,1289.089966,1289.089966,3692370000
2012-01-17,1290.219971,1303.000000,1290.219971,1293.670044,1293.670044,4010490000
2012-01-18,1293.650024,1308.109985,1290.989990,1308.040039,1308.040039,4096160000
2012-01-19,1308.069946,1315.489990,1308.069946,1314.500000,1314.500000,4465890000
2012-01-20,1314.489990,1315.380005,1309.170044,1315.380005,1315.380005,3912620000
2012-01-23,1315.290039,1322.280029,1309.890015,1316.000000,1316.000000,3770910000
2012-01-24,1315.959961,1315.959961,1306.060059,1314.650024,1314.650024,3693560000
2012-01-25,1314.400024,1328.300049,1307.650024,1326.060059,1326.060059,4410910000
2012-01-26,1326.280029,1333.469971,1313.599976,1318.430054,1318.430054,4522070000
2012-01-27,1318.250000,1320.060059,1311.719971,1316.329956,1316.329956,4007380000
2012-01-30,1316.160034,1316.160034,1300.489990,1313.010010,1313.010010,3659010000
2012-01-31,1313.530029,1321.410034,1306.689941,1312.410034,1312.410034,4235550000
2012-02-01,1312.449951,1330.520020,1312.449951,1324.089966,1324.089966,4504360000
2012-02-02,1324.239990,1329.189941,1321.569946,1325.540039,1325.540039,4120920000
2012-02-03,1326.209961,1345.339966,1326.209961,1344.900024,1344.900024,4608550000
2012-02-06,1344.319946,1344.359985,1337.520020,1344.329956,1344.329956,3379700000
2012-02-07,1344.329956,1349.239990,1335.920044,1347.050049,1347.050049,3742460000
2012-02-08,1347.040039,1351.000000,1341.949951,1349.959961,1349.959961,4096730000
2012-02-09,1349.969971,1354.319946,1344.630005,1351.949951,1351.949951,4209890000
2012-02-10,1351.209961,1351.209961,1337.349976,1342.640015,1342.640015,3877580000
2012-02-13,1343.060059,1353.349976,1343.060059,1351.770020,1351.770020,3618040000
2012-02-14,1351.300049,1351.300049,1340.829956,1350.500000,1350.500000,3889520000
2012-02-15,1350.520020,1355.869995,1340.800049,1343.229980,1343.229980,4080340000
2012-02-16,1342.609985,1359.020020,1341.219971,1358.040039,1358.040039,4108880000
2012-02-17,1358.060059,1363.400024,1357.239990,1361.229980,1361.229980,3717640000
2012-02-21,1361.219971,1367.760010,1358.109985,1362.209961,1362.209961,3795200000
2012-02-22,1362.109985,1362.699951,1355.530029,1357.660034,1357.660034,3633710000
2012-02-23,1357.530029,1364.239990,1352.280029,1363.459961,1363.459961,3786450000
2012-02-24,1363.459961,1368.920044,1363.459961,1365.739990,1365.739990,3505360000
2012-02-27,1365.199951,1371.939941,1354.920044,1367.589966,1367.589966,3648890000
2012-02-28,1367.560059,1373.089966,1365.969971,1372.180054,1372.180054,3579120000
2012-02-29,1372.199951,1378.040039,1363.810059,1365.680054,1365.680054,4482370000
2012-03-01,1365.900024,1376.170044,1365.900024,1374.089966,1374.089966,3919240000
